,Edge,Capacity
104,"('Włoszczowa_o', 'Zawiercie_i')",1
105,"('Muszyna_o', 'Żegiestów Zdrój_i')",1
106,"('Żmigród_i', 'Żmigród_o')",1
107,"('Szczecin Główny_o', 'Szczecin Dąbie_i')",1
108,"('Racibórz_o', 'Chałupki_i')",1
109,"('Suchedniów_o', 'Skarżysko Kamienna_i')",1
110,"('Pruszcz Gdański_o', 'Gdańsk Główny_i')",1
111,"('Mława_o', 'Działdowo_i')",1
112,"('Międzyrzecz_o', 'Skwierzyna_i')",1
113,"('Aleksandrów Kujawski_i', 'Aleksandrów Kujawski_o')",1
114,"('Lębork_o', 'Wejherowo_i')",1
115,"('Babimost_i', 'Babimost_o')",1
116,"('Włoszczowa Północ_o', 'Zawiercie_i')",1
117,"('Gliwice_o', 'Opole Główne_i')",1
118,"('Miechów_o', 'Częstochowa Stradom_i')",1
119,"('Krzyż_o', 'Wieleń_i')",1
120,"('Muszyna Zdrój_i', 'Muszyna Zdrój_o')",1
121,"('Rzeszów Główny_o', 'Dębica_i')",1
122,"('Hrubieszów Miasto_o', 'Werbkowice_i')",1
123,"('Krzyż_o', 'Choszczno_i')",1
124,"('Legnica_o', 'Rokitki_i')",1
125,"('Gdańsk Główny_o', 'Tczew_i')",1
126,"('Racibórz_i', 'Racibórz_o')",1
127,"('Jaworzno Szczakowa_i', 'Jaworzno Szczakowa_o')",1
128,"('Skarżysko Kamienna_i', 'Skarżysko Kamienna_o')",1
129,"('Pyskowice_o', 'Lubliniec_i')",1
130,"('Inowrocław_o', 'Gniezno_i')",1
131,"('Krzyż_o', 'Wronki_i')",1
132,"('Kraków Główny_o', 'Oświęcim_i')",1
133,"('Warka_o', 'Radom Główny_i')",1
134,"('Kępno_o', 'Wieruszów Miasto_i')",1
135,"('Stargard_o', 'Szczecin Dąbie_i')",1
136,"('Łódź\xa0Żabiniec_o', 'Łódź Kaliska_i')",1
137,"('Opole Główne_o', 'Strzelce Opolskie_i')",1
138,"('Pelplin_i', 'Pelplin_o')",1
139,"('Toruń Główny_o', 'Solec Kujawski_i')",1
140,"('Wałcz_o', 'Tuczno Krajeńskie_i')",1
141,"('Toruń Główny_i', 'Toruń Główny_o')",1
142,"('Zielona Góra Główna_o', 'Rzepin_i')",1
143,"('Jędrzejów_o', 'Kielce_i')",1
144,"('Tarnów_o', 'Kraków Główny_i')",1
145,"('Stalowa Wola Centrum_o', 'Nisko_i')",1
146,"('Pieńsk_i', 'Pieńsk_o')",1
147,"('Łask_o', 'Pabianice_i')",1
148,"('Chotyłów_o', 'Małaszewicze Przystanek_i')",1
149,"('Lublin Zachodni_i', 'Lublin Zachodni_o')",1
150,"('Otwock_o', 'Pilawa_i')",1
151,"('Katowice_o', 'Mysłowice_i')",1
152,"('Sobolew_o', 'Pilawa_i')",1
153,"('Świdwin_i', 'Świdwin_o')",1
154,"('Krzeszowice_o', 'Kraków Główny_i')",1
155,"('Jedlina-Zdrój_o', 'Wałbrzych Główny_i')",1
156,"('Konin_o', 'Koło_i')",1
157,"('Nowogród Osiedle_o', 'Żary_i')",1
158,"('Jastrowie_o', 'Piła Główna_i')",1
159,"('Janowice Wielkie_o', 'Sędzisław_i')",1
160,"('Zgorzelec Miasto_i', 'Zgorzelec Miasto_o')",1
161,"('Mrozy_o', 'Mińsk Mazowiecki_i')",1
162,"('Stróże_o', 'Bobowa Miasto_i')",1
163,"('Kędzierzyn Koźle_i', 'Kędzierzyn Koźle_o')",1
164,"('Żyrardów_o', 'Warszawa Zachodnia_i')",1
165,"('Żory_o', 'Rybnik_i')",1
166,"('Szczecin Główny_o', 'Gryfino_i')",1
167,"('Wałbrzych Miasto_i', 'Wałbrzych Miasto_o')",1
168,"('Szczecinek_o', 'Piła Główna_i')",1
169,"('Łódź Fabryczna_i', 'Łódź Fabryczna_o')",1
170,"('Gorzkowice_o', 'Radomsko_i')",1
171,"('Wałbrzych Główny_i', 'Wałbrzych Główny_o')",1
172,"('Pyskowice_o', 'Gliwice_i')",1
173,"('Gdańsk Wrzeszcz_i', 'Gdańsk Wrzeszcz_o')",1
174,"('Zaklików_o', 'Stalowa Wola Rozwadów_i')",1
175,"('Bydgoszcz Główna_o', 'Nakło nad Notecią_i')",1
176,"('Dąbrowa Białostocka_o', 'Sokółka_i')",1
177,"('Chodzież_o', 'Rogoźno Wielkopolskie_i')",1
178,"('Zduńska Wola_o', 'Łask_i')",1
179,"('Bydgoszcz Główna_o', 'Bydgoszcz Leśna_i')",1
180,"('Zgorzelec Miasto_o', 'Pieńsk_i')",1
181,"('Maków Podhalański_o', 'Chabówka Stadion_i')",1
182,"('Warka_i', 'Warka_o')",1
183,"('Sandomierz_o', 'Stalowa Wola Rozwadów_i')",1
184,"('Gdynia Główna_i', 'Gdynia Główna_o')",1
185,"('Przysucha_i', 'Przysucha_o')",1
186,"('Zawada_i', 'Zawada_o')",1
187,"('Tomaszów Mazowiecki_o', 'Opoczno Południe_i')",1
188,"('Wrocław Mikołajów_i', 'Wrocław Mikołajów_o')",1
189,"('Kołobrzeg_o', 'Ustronie Morskie_i')",1
190,"('Kędzierzyn Koźle_o', 'Opole Główne_i')",1
191,"('Bydgoszcz Główna_o', 'Laskowice Pomorskie_i')",1
192,"('Izbica_o', 'Krasnystaw Miasto_i')",1
193,"('Rejowiec_i', 'Rejowiec_o')",1
194,"('Nałęczów_i', 'Nałęczów_o')",1
195,"('Otmuchów_o', 'Nysa_i')",1
196,"('Zamość Wschód_o', 'Zamość Starówka_i')",1
197,"('Nowy Sącz_o', 'Stary Sącz_i')",1
198,"('Krzeszowice_o', 'Trzebinia_i')",1
199,"('Wieleń_o', 'Trzcianka_i')",1
200,"('Piwniczna Zdrój_o', 'Rytro_i')",1
201,"('Zawiercie_o', 'Myszków_i')",1
202,"('Sosnowiec Główny_o', 'Warszawa Zachodnia_i')",1
203,"('Zbąszynek_o', 'Poznań Główny_i')",1
204,"('Kraków Płaszów_i', 'Kraków Płaszów_o')",1
205,"('Terespol_o', 'Małaszewicze Przystanek_i')",1
206,"('Byczyna Kluczborska_i', 'Byczyna Kluczborska_o')",1
207,"('Czechowice-Dziedzice_o', 'Żory_i')",1
208,"('Jabłonowo Pomorskie_o', 'Brodnica_i')",1
209,"('Sokółka_o', 'Białystok_i')",1
210,"('Nowogród Osiedle_o', 'Zielona Góra Główna_i')",1
211,"('Puławy Miasto_o', 'Dęblin_i')",1
212,"('Lubin_o', 'Głogów_i')",1
213,"('Trawniki_o', 'Świdnik Miasto_i')",1
214,"('Łańcut_o', 'Przeworsk_i')",1
215,"('Byczyna Kluczborska_o', 'Kluczbork_i')",1
216,"('Rybnik_o', 'Żory_i')",1
217,"('Warszawa Gdańska_o', 'Legionowo_i')",1
218,"('Jaworzno Szczakowa_o', 'Katowice_i')",1
219,"('Zawiercie_o', 'Włoszczowa_i')",1
220,"('Siemiatycze_o', 'Nurzec_i')",1
221,"('Krzyż_o', 'Dobiegniew_i')",1
222,"('Zaklików_o', 'Kraśnik_i')",1
223,"('Złotów_i', 'Złotów_o')",1
224,"('Elbląg_o', 'Malbork_i')",1
225,"('Pilawa_o', 'Dęblin_i')",1
226,"('Gdańsk Oliwa_o', 'Gdańsk Wrzeszcz_i')",1
227,"('Zamość Starówka_o', 'Zamość Wschód_i')",1
228,"('Jaworzyna Śląska_o', 'Świebodzice_i')",1
229,"('Warszawa Wschodnia_o', 'Ciechanów_i')",1
230,"('Nałęczów_o', 'Puławy Miasto_i')",1
231,"('Jaworzno Szczakowa_o', 'Zawiercie_i')",1
232,"('Oleśnica Rataje_o', 'Twardogóra_i')",1
233,"('Trzcianka_i', 'Trzcianka_o')",1
234,"('Dzierżoniów Śląski_o', 'Świdnica Miasto_i')",1
235,"('Jahodyn_o', 'Dorohusk_i')",1
236,"('Wodzisław Śląski_o', 'Rybnik_i')",1
237,"('Wierchomla Wielka_o', 'Żegiestów Zdrój_i')",1
238,"('Kraków Główny_o', 'Tarnów_i')",1
239,"('Kowalewo Pomorskie_o', 'Wąbrzeźno_i')",1
240,"('Rudnik nad Sanem_o', 'Nisko_i')",1
241,"('Poznań Główny_i', 'Poznań Główny_o')",1
242,"('Sierpc_i', 'Sierpc_o')",1
243,"('Szczytno_i', 'Szczytno_o')",1
244,"('Rytro_o', 'Piwniczna Zdrój_i')",1
245,"('Lębork_i', 'Lębork_o')",1
246,"('Rogoźno Wielkopolskie_i', 'Rogoźno Wielkopolskie_o')",1
247,"('Warszawa Zachodnia (Peron 9)_o', 'Warszawa Służewiec_i')",1
248,"('Płock_o', 'Sierpc_i')",1
249,"('Żychlin_o', 'Kutno_i')",1
250,"('Grudziądz_i', 'Grudziądz_o')",1
251,"('Miechów_i', 'Miechów_o')",1
252,"('Międzyrzecz_o', 'Zbąszynek_i')",1
253,"('Pleszew_o', 'Kalisz_i')",1
254,"('Zawiercie_o', 'Włoszczowa Północ_i')",1
255,"('Wąbrzeźno_i', 'Wąbrzeźno_o')",1
256,"('Opole Główne_o', 'Lubliniec_i')",1
257,"('Wronki_i', 'Wronki_o')",1
258,"('Biłgoraj_i', 'Biłgoraj_o')",1
259,"('Pabianice_o', 'Łódź Chojny_i')",1
260,"('Warszawa Główna_i', 'Warszawa Główna_o')",1
261,"('Włoszczowa Północ_o', 'Opoczno Południe_i')",1
262,"('Miechów_o', 'Koniecpol_i')",1
263,"('Myszków_o', 'Częstochowa Stradom_i')",1
264,"('Zwierzyniec_i', 'Zwierzyniec_o')",1
265,"('Tomaszów Mazowiecki_o', 'Koluszki_i')",1
266,"('Jabłonowo Pomorskie_o', 'Wąbrzeźno_i')",1
267,"('Ostrów Wielkopolski_o', 'Kalisz_i')",1
268,"('Dąbrowa Górnicza_i', 'Dąbrowa Górnicza_o')",1
269,"('Pleszew_o', 'Jarocin_i')",1
270,"('Łochów_o', 'Tłuszcz_i')",1
271,"('Międzyzdroje_i', 'Międzyzdroje_o')",1
272,"('Grudziądz_o', 'Jabłonowo Pomorskie_i')",1
273,"('Ozimek_o', 'Lubliniec_i')",1
274,"('Radom Główny_o', 'Skarżysko Kamienna_i')",1
275,"('Nidzica_i', 'Nidzica_o')",1
276,"('Krajenka_o', 'Piła Główna_i')",1
277,"('Częstochowa_o', 'Radomsko_i')",1
278,"('Koniecpol_o', 'Częstochowa Stradom_i')",1
279,"('Rejowiec_o', 'Trawniki_i')",1
280,"('Szamotuły_o', 'Wronki_i')",1
281,"('Toruń Miasto_o', 'Toruń Główny_i')",1
282,"('Siemiatycze_i', 'Siemiatycze_o')",1
283,"('Opole Główne_o', 'Wrocław Główny_i')",1
284,"('Czechowice-Dziedzice_o', 'Oświęcim_i')",1
285,"('Warszawa Zachodnia_o', 'Kraków Główny_i')",1
286,"('Czeremcha_o', 'Nurzec_i')",1
287,"('Nidzica_o', 'Olsztynek_i')",1
288,"('Nowa Dęba_o', 'Tarnobrzeg_i')",1
289,"('Pionki Zachodnie_o', 'Puławy Miasto_i')",1
290,"('Kostrzyn_o', 'Rzepin_i')",1
291,"('Dąbrowa Górnicza_o', 'Zawiercie_i')",1
292,"('Biała Podlaska_o', 'Chotyłów_i')",1
293,"('Kalisz Pomorski_o', 'Tuczno Krajeńskie_i')",1
294,"('Działdowo_o', 'Nidzica_i')",1
295,"('Włoszczowa Północ_o', 'Warszawa Zachodnia_i')",1
296,"('Brodnica_o', 'Jabłonowo Pomorskie_i')",1
297,"('Opole Główne_i', 'Opole Główne_o')",1
298,"('Środa Śląska_o', 'Wrocław Leśnica_i')",1
299,"('Strzelce Opolskie_o', 'Pyskowice_i')",1
300,"('Łęczyca_i', 'Łęczyca_o')",1
301,"('Łódź Kaliska_o', 'Łódź Chojny_i')",1
302,"('Łowicz Główny_i', 'Łowicz Główny_o')",1
303,"('Piwniczna Zdrój_o', 'Łomnica Zdrój_i')",1
304,"('Nisko_o', 'Stalowa Wola Centrum_i')",1
305,"('Wejherowo_o', 'Lębork_i')",1
306,"('Rumia_o', 'Wejherowo_i')",1
307,"('Kępno_o', 'Ostrzeszów_i')",1
308,"('Łobez_o', 'Świdwin_i')",1
309,"('Legnica_o', 'Wrocław Główny_i')",1
310,"('Pasłęk_o', 'Elbląg_i')",1
311,"('Oława_i', 'Oława_o')",1
312,"('Sanok_o', 'Zarszyn_i')",1
313,"('Międzyzdroje_o', 'Świnoujście_i')",1
314,"('Recz Pomorski_o', 'Kalisz Pomorski_i')",1
315,"('Otmuchów_i', 'Otmuchów_o')",1
316,"('Dęblin_o', 'Sobolew_i')",1
317,"('Brzeg_i', 'Brzeg_o')",1
318,"('Recz Pomorski_i', 'Recz Pomorski_o')",1
319,"('Małomice_o', 'Żagań_i')",1
320,"('Tczew_i', 'Tczew_o')",1
321,"('Kołobrzeg_o', 'Koszalin_i')",1
322,"('Toruń Wschodni_i', 'Toruń Wschodni_o')",1
323,"('Maków Podhalański_i', 'Maków Podhalański_o')",1
324,"('Bobowa Miasto_o', 'Stróże_i')",1
325,"('Mogilno_o', 'Inowrocław Rąbinek_i')",1
326,"('Dorohusk_o', 'Chełm_i')",1
327,"('Krotoszyn_i', 'Krotoszyn_o')",1
328,"('Koluszki_i', 'Koluszki_o')",1
329,"('Szczecinek_i', 'Szczecinek_o')",1
330,"('Ciechanów_o', 'Nasielsk_i')",1
331,"('Nakło nad Notecią_o', 'Bydgoszcz Główna_i')",1
332,"('Kutno_o', 'Łowicz Główny_i')",1
333,"('Warszawa Służewiec_o', 'Warszawa Zachodnia (Peron 9)_i')",1
334,"('Jarosław_o', 'Radymno_i')",1
335,"('Olsztynek_o', 'Olsztyn Zachodni_i')",1
336,"('Trzebinia_o', 'Jaworzno Szczakowa_i')",1
337,"('Drzewica_i', 'Drzewica_o')",1
338,"('Wrocław Główny_o', 'Brzeg Dolny_i')",1
339,"('Lubartów_o', 'Lublin Główny_i')",1
340,"('Kolbuszowa_o', 'Nowa Dęba_i')",1
341,"('Krosno_o', 'Jedlicze_i')",1
342,"('Żyrardów_o', 'Skierniewice_i')",1
343,"('Jelenia Góra_o', 'Janowice Wielkie_i')",1
344,"('Słupsk_o', 'Ustka_i')",1
345,"('Gliwice_o', 'Racibórz_i')",1
346,"('Będzin Miasto_o', 'Dąbrowa Górnicza_i')",1
347,"('Kwidzyn_o', 'Grudziądz_i')",1
348,"('Tuczno Krajeńskie_i', 'Tuczno Krajeńskie_o')",1
349,"('Siemiatycze_o', 'Sarnaki_i')",1
350,"('Rawicz_o', 'Leszno_i')",1
351,"('Lubin_o', 'Legnica_i')",1
352,"('Kołobrzeg_o', 'Białogard_i')",1
353,"('Jastrowie_o', 'Szczecinek_i')",1
354,"('Pleszew_o', 'Ostrów Wielkopolski_i')",1
355,"('Nowa Sarzyna_o', 'Leżajsk_i')",1
356,"('Kuźnia Raciborska_i', 'Kuźnia Raciborska_o')",1
357,"('Paczków_i', 'Paczków_o')",1
358,"('Opoczno Południe_o', 'Grodzisk Mazowiecki_i')",1
359,"('Warszawa Zachodnia_o', 'Warszawa Centralna_i')",1
360,"('Malbork_o', 'Sztum_i')",1
361,"('Ząbkowice Śląskie_i', 'Ząbkowice Śląskie_o')",1
362,"('Szczecin Dąbie_o', 'Stargard_i')",1
363,"('Werbkowice_o', 'Zamość Wschód_i')",1
364,"('Tereszpol Biłgorajski_o', 'Zwierzyniec_i')",1
365,"('Solec Kujawski_i', 'Solec Kujawski_o')",1
366,"('Toruń Wschodni_o', 'Kowalewo Pomorskie_i')",1
367,"('Chrzanów Śródmieście_o', 'Oświęcim_i')",1
368,"('Warszawa Młynów_o', 'Warszawa Gdańska_i')",1
369,"('Jahodyn_i', 'Jahodyn_o')",1
370,"('Łapy_o', 'Szepietowo_i')",1
371,"('Głogów_o', 'Zielona Góra Główna_i')",1
372,"('Leżajsk_o', 'Łańcut_i')",1
373,"('Żegiestów Zdrój_o', 'Muszyna_i')",1
374,"('Mogilno_o', 'Inowrocław_i')",1
375,"('Krosno_i', 'Krosno_o')",1
376,"('Będzin Miasto_o', 'Sosnowiec Główny_i')",1
377,"('Krzyż_o', 'Nowe Drezdenko_i')",1
378,"('Gniezno_i', 'Gniezno_o')",1
379,"('Łąg_o', 'Czersk_i')",1
380,"('Bydgoszcz Wschód_o', 'Bydgoszcz Leśna_i')",1
381,"('Kościan_i', 'Kościan_o')",1
382,"('Nowa Sól_i', 'Nowa Sól_o')",1
383,"('Strzelce Krajeńskie Wschód_o', 'Nowe Drezdenko_i')",1
384,"('Sochaczew_o', 'Warszawa Gdańska_i')",1
385,"('Będzin Miasto_i', 'Będzin Miasto_o')",1
386,"('Mysłowice_o', 'Katowice_i')",1
387,"('Lublin Główny_o', 'Kraśnik_i')",1
388,"('Leżajsk_i', 'Leżajsk_o')",1
389,"('Gogolin_o', 'Opole Główne_i')",1
390,"('Hajnówka_i', 'Hajnówka_o')",1
391,"('Wrocław Główny_o', 'Wrocław Mikołajów_i')",1
392,"('Dorohusk_o', 'Jahodyn_i')",1
393,"('Bohumín_o', 'Chałupki_i')",1
394,"('Kłodzko Miasto_i', 'Kłodzko Miasto_o')",1
395,"('Paczków_o', 'Kamieniec Ząbkowicki_i')",1
396,"('Pabianice_o', 'Łódź Retkinia_i')",1
397,"('Radzyń Podlaski_i', 'Radzyń Podlaski_o')",1
398,"('Iława Główna_i', 'Iława Główna_o')",1
399,"('Koluszki_o', 'Skierniewice_i')",1
400,"('Ścinawa_o', 'Wołów_i')",1
401,"('Radom Główny_i', 'Radom Główny_o')",1
402,"('Częstochowa Stradom_i', 'Częstochowa Stradom_o')",1
403,"('Małomice_i', 'Małomice_o')",1
404,"('Poznań Główny_o', 'Środa Wielkopolska_i')",1
405,"('Milicz_o', 'Oleśnica Rataje_i')",1
406,"('Otwock_o', 'Warszawa Wschodnia_i')",1
407,"('Oborniki Śląskie_i', 'Oborniki Śląskie_o')",1
408,"('Kaliska_o', 'Starogard Gdański_i')",1
409,"('Malbork_o', 'Prabuty_i')",1
410,"('Chojna_o', 'Mieszkowice_i')",1
411,"('Warszawa Młynów_i', 'Warszawa Młynów_o')",1
412,"('Jabłonowo Pomorskie_o', 'Grudziądz_i')",1
413,"('Skierniewice_i', 'Skierniewice_o')",1
414,"('Łęczyca_o', 'Ozorków_i')",1
415,"('Kędzierzyn Koźle_o', 'Racibórz_i')",1
416,"('Rudnik nad Sanem_i', 'Rudnik nad Sanem_o')",1
417,"('Wołomin_o', 'Warszawa Wschodnia_i')",1
418,"('Leszno_o', 'Kościan_i')",1
419,"('Trakiszki_i', 'Trakiszki_o')",1
420,"('Częstochowa Stradom_o', 'Koniecpol_i')",1
421,"('Bardo Śląskie_o', 'Kłodzko Główne_i')",1
422,"('Kalwaria Zebrzydowska Lanckorona_o', 'Kraków Główny_i')",1
423,"('Sopot_i', 'Sopot_o')",1
424,"('Konin_o', 'Kutno_i')",1
425,"('Nasielsk_o', 'Ciechanów_i')",1
426,"('Goleniów_o', 'Wysoka Kamieńska_i')",1
427,"('Częstochowa Stradom_o', 'Miechów_i')",1
428,"('Sosnowiec Główny_o', 'Będzin Miasto_i')",1
429,"('Sędziszów_o', 'Jędrzejów_i')",1
430,"('Wrocław Główny_o', 'Brzeg_i')",1
431,"('Małkinia_o', 'Czyżew_i')",1
432,"('Gliwice_o', 'Strzelce Opolskie_i')",1
433,"('Kalisz_i', 'Kalisz_o')",1
434,"('Koniecpol_o', 'Miechów_i')",1
435,"('Jarosław_i', 'Jarosław_o')",1
436,"('Kostrzyn_i', 'Kostrzyn_o')",1
437,"('Legnica_o', 'Środa Śląska_i')",1
438,"('Sędziszów Małopolski_o', 'Ropczyce_i')",1
439,"('Bydgoszcz Główna_o', 'Inowrocław_i')",1
440,"('Rogoźno Wielkopolskie_o', 'Oborniki Wielkopolskie Miasto_i')",1
441,"('Nowy Targ_o', 'Kraków Główny_i')",1
442,"('Gostynin_o', 'Kutno_i')",1
443,"('Olesno Śląskie_o', 'Lubliniec_i')",1
444,"('Wałcz_i', 'Wałcz_o')",1
445,"('Sochaczew_i', 'Sochaczew_o')",1
446,"('Radom Główny_o', 'Pionki Zachodnie_i')",1
447,"('Leżajsk_o', 'Przeworsk_i')",1
448,"('Wieruszów Miasto_o', 'Wieluń_i')",1
449,"('Wierchomla Wielka_o', 'Łomnica Zdrój_i')",1
450,"('Łódź Kaliska_o', 'Łódź Retkinia_i')",1
451,"('Sulechów_o', 'Zielona Góra Główna_i')",1
452,"('Złotów_o', 'Krajenka_i')",1
453,"('Pelplin_o', 'Tczew_i')",1
454,"('Białystok_i', 'Białystok_o')",1
455,"('Wrocław Główny_o', 'Leszno_i')",1
456,"('Zakopane_o', 'Poronin_i')",1
457,"('Oświęcim_i', 'Oświęcim_o')",1
458,"('Nowe Drezdenko_o', 'Krzyż_i')",1
459,"('Bydgoszcz Leśna_o', 'Bydgoszcz Główna_i')",1
460,"('Suchedniów_o', 'Kielce_i')",1
461,"('Wierchomla Wielka_i', 'Wierchomla Wielka_o')",1
462,"('Rytro_i', 'Rytro_o')",1
463,"('Osowiec_i', 'Osowiec_o')",1
464,"('Malbork_o', 'Elbląg_i')",1
465,"('Parczew_o', 'Lubartów_i')",1
466,"('Zawada_o', 'Zamość_i')",1
467,"('Chojnice_i', 'Chojnice_o')",1
468,"('Inowrocław_o', 'Bydgoszcz Główna_i')",1
469,"('Rzepin_o', 'Zielona Góra Główna_i')",1
470,"('Gorzów Wielkopolski_o', 'Gorzów Wielkopolski Wschodni_i')",1
471,"('Chociwel_i', 'Chociwel_o')",1
472,"('Sopot_o', 'Gdańsk Oliwa_i')",1
473,"('Poznań Główny_o', 'Gniezno_i')",1
