stop_id,stop_name,stop_lat,stop_lon,stop_IBNR
77503,Trzebinia,50.15412725631,19.45263331513,228
32201,Kutno,52.22701929483,19.34870615211,94
30205,Środa Wielkopolska,52.21817178112,17.27455870753,212
71407,Lubliniec,50.67289146587,18.69052512305,104
12807,Suwałki,54.10586069177,22.94531372953,197
83410,Jasło,49.73760818105,21.47056255334,58
57463,Kłodzko Miasto,50.43543140434,16.65855831741,6191
40030,Parczew,51.62622126255,22.87159169588,1337
34868,Warszawa Zachodnia (Peron 9),52.22223604539,20.96142072884,1508
50021,Puławy Miasto,51.42721669507,21.98475355656,166
82446,Muszyna Zdrój,49.3579786409,20.89654897887,3188
82974,Kolbuszowa,50.24608371071,21.78448994467,3118
56143,Piechowice,50.85170662987,15.59147073651,6339
50666,Trawniki,51.13598108505,22.99342727878,2268
15008,Kalisz Pomorski,53.27774129392,15.88089584789,66
56168,Szklarska Poręba Dolna,50.8483479237,15.55694243247,6450
56606,Nysa,50.47777011314,17.34184774757,136
62109,Brzeg,50.85283242929,17.47135932797,11
58784,Oborniki Śląskie,51.29940096999,16.90740536845,6305
273,Szczecin Główny,53.41848158335,14.54975301866,201
78907,Nowy Targ,49.47311287611,20.01558943355,135
49809,Dęblin,51.57813499126,21.83432672884,32
9233,Olsztyn Zachodni,53.77834031204,20.46785566044,5442
39875,Mrozy,52.16419810829,21.80148861111,1293
62653,Częstochowa,50.80863803089,19.12097955749,26
39909,Łuków,51.9410027565,22.39151672618,115
7534,Gdańsk Wrzeszcz,54.381951326,18.60508491696,5162
20909,Jabłonowo Pomorskie,53.39343883028,19.16297520632,55
27912,Nowogród Osiedle,51.79507580889,15.22561513359,7315
66142,Werbkowice,50.74553949091,23.76763342738,2278
54908,Dzierżoniów Śląski,50.72441634844,16.64071171403,36
19844,Solec Kujawski,53.07834855349,18.22523224971,5576
24158,Osowiec,53.47288699902,22.65683136153,1324
33100,Konin,52.23132169834,18.25252889514,79
50500,Lublin Główny,51.23135643241,22.56920429158,103
64808,Włoszczowa,50.83775009492,20.01541304641,2285
19489,Sieradz,51.59775671857,18.71469214251,183
24737,Czyżew,52.79971278558,22.34214662433,28
76968,Ustroń Zdrój,49.72061232694,18.81663500726,
8904,Czersk,53.80072566028,17.97056937855,5104
63073,Koniecpol,50.77637636512,19.69978678459,711
14308,Strzelce Krajeńskie Wschód,52.83680698734,15.58457212689,8365
47829,Gorzkowice,51.21824108365,19.60311984414,1136
265251,Chabówka Stadion,49.5898110925,19.92032110155,6653
36939,Ciechanów,52.88339915431,20.59131914352,20
61002,Opole Wschodnie,50.67440503919,17.93445335061,6319
179193,Jahodyn,51.1982115567,23.89584302366,
264954,Łódź Retkinia,51.74034966243,19.40656944841,6564
3467,Runowo Pomorskie,53.55566783884,15.52945065248,174
40949,Chotyłów,51.99684579892,23.3558781676,1076
34603,Sochaczew,52.21517565534,20.23901892527,701
22905,Prabuty,53.75781755726,19.21039490068,160
75507,Zebrzydowice,49.87018235758,18.62380026698,262
18374,Bydgoszcz Leśna,53.14351512249,18.03218214594,5075
60269,Brzeg Dolny,51.26671570629,16.7255035535,12
13904,Gorzów Wielkopolski,52.72757815828,15.22857283768,46
29223,Wieleń,52.90747049724,16.18013012138,8435
36459,Nowy Dwór Mazowiecki,52.42529479678,20.72381501454,1309
13334,Chojna,52.96358798355,14.44419154429,8064
39743,Niemojki,52.25866465828,22.70130330423,1299
1008,Świnoujście,53.9046508057,14.26659541863,217
18705,Inowrocław,52.80497139096,18.24377584874,54
83758,Zagórz,49.51343861102,22.26428609352,252
6304,Wejherowo,54.60582937299,18.22962210729,234
11809,Ełk,53.82500922001,22.36246191495,38
14548,Trzcianka,53.03334950777,16.46566994802,8409
8607,Starogard Gdański,53.97727723921,18.52621946272,5588
57307,Kłodzko Główne,50.45087250511,16.657161841,75
25387,Siemiatycze,52.39102692267,22.9450162209,1411
21600,Włocławek,52.65299481041,19.05898571719,245
83725,Zarszyn,49.58419402356,22.01948210584,3348
50609,Lubartów,51.44553685262,22.60821456346,2132
54528,Świebodzice,50.86019406371,16.33289737096,6462
66050,Zawada,50.71603303507,23.12532976323,257
39776,Sarnaki,52.32522762664,22.87979228703,1405
83394,Jedlicze,49.71895301381,21.64829513859,3098
56176,Szklarska Poręba Średnia,50.83845500292,15.54002090289,6449
57513,Szczytna,50.40839787617,16.44974111974,6446
4952,Ustka,54.57873708694,16.86106249282,232
261251,Rzeszów Zachodni,50.05270823989,21.99420066138,3380
68882,Kuźnia Raciborska,50.20079191749,18.29856663931,4191
56424,Ziębice,50.60848803375,17.03393188032,6550
4408,Koszalin,54.19039460958,16.16960647928,81
1560,Wysoka Kamieńska,53.82558867231,14.83212091762,526
57943,Nowa Ruda,50.57730950515,16.49680852354,
81232,Ropczyce,50.07849860682,21.58056670819,3252
36103,Warszawa Gdańska,52.25911858243,20.99311973016,243
55632,Sędzisław,50.81340553575,16.06981221998,6402
32706,Sierpc,52.84789825922,19.65378252646,184
74633,Będzin Miasto,50.31923030177,19.13555224872,4031
21428,Rypin,53.06863231073,19.42769586772,5550
61705,Strzelce Opolskie,50.51671187049,18.3065966348,718
63552,Kielce,50.87428713415,20.61797141743,73
68403,Wodzisław Śląski,50.00788382162,18.47625731349,4373
81679,Grybów,49.626085978,20.95727046809,3085
16139,Rogoźno Wielkopolskie,52.75438614339,16.97174572074,517
16717,Bydgoszcz Wschód,53.12792718815,18.08195121957,501
76992,Wisła Uzdrowisko,49.65836722274,18.85485112131,
79467,Miechów,50.35364233862,20.01075667005,3173
4705,Słupsk,54.46771196624,17.01648113966,188
10900,Morąg,53.9190426325,19.92265326678,127
58974,Wrocław Leśnica,51.14200672617,16.86706065059,6513
13417,Mieszkowice,52.78178232146,14.4859102865,8230
262835,Stalowa Wola Charzewice,50.60310063115,22.02512561738,
83584,Wróblik Szlachecki,49.61361079118,21.87836278244,3339
262848,Lublin Zachodni,51.21886871976,22.50866684061,295
59675,Milicz,51.52726897144,17.29508756518,6270
49205,Ostrowiec Świętokrzyski,50.93359476679,21.37783609799,143
20503,Grudziądz,53.48202833459,18.760921647,48
23101,Kwidzyn,53.73096712328,18.93361571347,5321
39008,Mińsk Mazowiecki,52.17586935636,21.55245601594,429
3905,Białogard,54.00994582961,15.97770929606,4
3509,Łobez,53.63665778088,15.62768048243,8215
74583,Dąbrowa Górnicza,50.33027882754,19.18522905484,30
81901,Nowy Sącz,49.60638197092,20.70217668123,134
40832,Międzyrzec Podlaski,51.97602474764,22.7854278251,125
47001,Skierniewice,51.96730420328,20.15043398413,186
61200,Kluczbork,50.97085253899,18.20118218095,74
79020,Zakopane,49.30075799047,19.96301588666,253
43406,Kościan,52.07932767218,16.64246164153,82
67900,Chałupki,49.9256534476,18.31153213441,278
48504,Warka,51.79312701868,21.16958188228,2275
48033,Skarżysko Kościelne,51.12214962411,20.91765162426,2215
10603,Szczytno,53.56020424599,20.99707764687,207
260653,Gorzów Wielkopolski Wschodni,52.7318397516,15.24941829696,8122
19430,Zduńska Wola,51.61127947075,18.94675425261,260
82032,Stary Sącz,49.55908636084,20.64342048454,194
47704,Piotrków Trybunalski,51.41082312766,19.68475819874,153
24000,Białystok,53.13357012396,23.1353969616,6
69823,Zabrze,50.3053150488,18.78726481318,251
57521,Duszniki-Zdrój,50.40912607558,16.38563095987,35
24893,Dąbrowa Białostocka,53.64823698271,23.36495438078,1102
50484,Świdnik Miasto,51.22379900765,22.69500085715,214
26104,Zbąszynek,52.24319855199,15.81866168851,259
28969,Wronki,52.7051665891,16.38586900418,249
28803,Szamotuły,52.60299231987,16.58629667021,199
76109,Bielsko-Biała Główna,49.83001185919,19.04538261071,7
73700,Tychy,50.13617725106,18.96409748912,230
65094,Nisko,50.5141100868,22.14069776275,2163
55806,Jelenia Góra,50.90260149015,15.7559269735,63
57554,Kudowa-Zdrój,50.42973323862,16.24423026502,91
66407,Biłgoraj,50.55142585764,22.73176430583,2029
8151,Elbląg,54.15089738607,19.41618997433,37
44008,Krotoszyn,51.70152870299,17.42615102649,88
82404,Muszyna,49.34599381066,20.89367409099,128
32359,Gostynin,52.43336054116,19.4761607877,1137
54007,Chojnów,51.27768932412,15.93743919253,902
75309,Zawiercie,50.48108578986,19.42316494732,258
51946,Pieńsk,51.24537151725,15.04706640608,6343
2477,Recz Pomorski,53.27062872769,15.56137551513,8306
279919,Białystok Zielone Wzgórza,53.11686060601,23.1054335779,6623
19174,Babiak,52.35331125446,18.67035268664,5023
60608,Opole Główne,50.66154613649,17.92793674231,141
71555,Olesno Śląskie,50.88215511747,18.42471599042,137
46789,Łódź Żabiniec,51.79352425398,19.40702408284,1262
66449,Tereszpol Biłgorajski,50.57453645358,22.88550852656,2266
42200,Głogów,51.66967512769,16.07957260999,44
30601,Poznań Główny,52.40162558145,16.91158327395,159
33902,Piaseczno,52.06656150582,21.01725960979,430
16188,Chodzież,52.99419951966,16.90957992122,17
44701,Jarocin,51.9691396654,17.49470003554,56
73106,Chorzów Batory,50.27841150069,18.94469975352,4061
76000,Czechowice-Dziedzice,49.91535743587,19.00664805293,23
179223,Bohumín,49.90081976766,18.35969923854,
26146,Zbąszyń,52.25945349529,15.89568303348,7559
18838,Inowrocław Rąbinek,52.76926334759,18.24369370401,5230
84400,Przemyśl Główny,49.78371640149,22.77800023019,162
64899,Włoszczowa Północ,50.85670346333,19.94616149783,2286
38307,Małkinia,52.69415895659,22.03357172883,119
32003,Mogilno,52.65857188473,17.94605076941,126
27805,Zielona Góra Główna,51.94743950846,15.51348489897,267
68700,Racibórz,50.0904006231,18.2264190835,167
41558,Żary,51.63432560927,15.13845108028,270
14407,Piła Główna,53.14309783834,16.74507578666,151
30122,Słupca,52.28741036413,17.85207509458,7457
32524,Łęczyca,52.04922785545,19.19323861063,1254
82669,Rzeszów Główny,50.04307416499,22.00594817934,178
83600,Sanok,49.55275654138,22.21155719156,180
3004,Szczecinek,53.69353652129,16.70497103387,206
2204,Stargard,53.33942629473,15.03140769201,198
83246,Nowa Sarzyna,50.32065517764,22.34788645327,3195
179200,Mockava,54.32812093551,23.35573813462,
42127,Bytom Odrzański,51.72626162843,15.82206209382,7069
29645,Oborniki Wielkopolskie Miasto,52.64561481549,16.8202492644,7321
57497,Polanica Zdrój,50.39763084631,16.51362060428,157
75424,Myszków,50.57438314385,19.32880281866,4228
38653,Warszawa Wschodnia,52.25143798823,21.05225084066,244
32417,Płock Radziwie,52.5242193615,19.67225016071,280
22442,Działdowo,53.23894199774,20.1672217791,402
179221,Petrovice u Karviné,49.89406074761,18.55008243442,
17202,Laskowice Pomorskie,53.49127459736,18.45632827308,97
251575,Małaszewicze Przystanek,52.02702328044,23.53101906754,116
56697,Otmuchów,50.47412628018,17.15278337229,6327
4101,Kołobrzeg,54.18220163355,15.57077765709,78
10827,Ruciane Nida,53.64918966836,21.56292929043,435
8086,Sztum,53.92566559823,19.02113221403,5619
45906,Ostrów Wielkopolski,51.6496675147,17.80517738591,145
59048,Środa Śląska,51.18943385646,16.60660206735,6459
28100,Świebodzin,52.24530528201,15.54018141065,215
22202,Nidzica,53.35711425351,20.41398876596,418
9456,Olsztynek,53.58481033064,20.29516784826,5440
54551,Wałbrzych Miasto,50.786359535,16.28527885302,6487
46565,Łódź Chojny,51.72641334627,19.48432155992,111
4135,Ustronie Morskie,54.20030545011,15.74765922422,283
14043,Witnica,52.66737323074,14.89613557767,8440
83261,Jarosław,50.01072068252,22.67726720859,57
54403,Jaworzyna Śląska,50.91252237851,16.42891994556,61
59691,Twardogóra,51.36031625873,17.46855667725,6482
33191,Koło,52.21111740584,18.63211511493,77
33605,Warszawa Centralna,52.22884143194,21.0032749828,242
73478,Sosnowiec Południowy,50.26988844279,19.12518348557,4315
179212,Frankfurt (Oder),52.33643454168,14.54657617299,9404
26708,Międzyrzecz,52.44527366544,15.59291895114,7286
69708,Gliwice,50.3010996285,18.67722702764,43
21501,Aleksandrów Kujawski,52.87577962272,18.69652461131,5021
5256,Lębork,54.53362086617,17.75043008566,101
280397,Szczebrzeszyn,50.68085834288,22.98769263267,6645
79806,Brzesko Okocim,49.98672857214,20.60975255869,3043
82586,Łomnica Zdrój,49.41945420007,20.72489573541,3160
7302,Pruszcz Gdański,54.25745421232,18.64679795947,515
20719,Kowalewo Pomorskie,53.16390015664,18.86912122812,509
8474,Smętowo,53.74783147334,18.68602577636,520
15537,Krajenka,53.28905096242,16.99163627891,8184
3632,Świdwin,53.78111392914,15.77274066944,8398
84434,Przemyśl Zasanie,49.79333476461,22.77345105872,3232
83501,Krosno,49.69362843372,21.74929051956,87
258467,Zamość Starówka,50.71700579393,23.26270216325,275
40998,Terespol,52.07398543681,23.60112306555,222
851,Gryfino,53.25433443787,14.49291904509,507
26500,Skwierzyna,52.59049577374,15.49964522587,519
51862,Zgorzelec Miasto,51.15461801471,15.0201610086,266
77107,Oświęcim,50.04166577323,19.20004194494,146
81786,Biecz,49.73277370969,21.26360892177,3035
33563,Warszawa Służewiec,52.18086526898,20.98701819241,1500
264970,Radom Gołębiów,51.41182168415,21.18806184292,15002
48231,Suchedniów,51.04627759458,20.84977392972,2245
12252,Grajewo,53.64989283042,22.44843402862,433
13003,Kostrzyn,52.5914545933,14.64698057926,80
12963,Augustów,53.85269715953,23.02612300308,1
254539,Izbica,50.89063190852,23.15544673968,5231
71860,Krzepice,50.96915118418,18.69702274155,4185
37507,Tłuszcz,52.4311589486,21.43562146165,224
61572,Ozimek,50.67000478647,18.20859612165,6329
16402,Jastrowie,53.40813914877,16.79827740168,8145
25809,Rzepin,52.34992601511,14.81489734115,177
80416,Kraków Główny,50.06861309734,19.94780299902,85
19794,Toruń Miasto,53.01255851114,18.61958619091,5650
75903,Pszczyna,49.97503751058,18.95342229724,165
27201,Opalenica,52.30964531078,16.39967456997,7330
34835,Warszawa Młynów,52.23895144989,20.95845,1484
9209,Olsztyn Główny,53.78558384702,20.49670073688,140
8995,Kaliska,53.90293194235,18.21579803925,5254
83220,Leżajsk,50.2631651672,22.42036043068,3152
179301,Mostiska II,49.81673815357,23.03380250394,
